record_kind,target,prev_id,next_id,offset,v101101_native_offset,v101103_break_evidence,classification,final_action,speaker_before,speaker_after,quote_role_around_boundary,RA19B_flow_action,reason,evidence_path
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_21.BODY.P090,,,282,282,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_21.BODY.P147,,,164,164,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_21.BODY.P169,,,170,170,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_21.BODY.P170,,,96,96,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_22.BODY.P063,,,146,146,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_22.BODY.P063,,,165,165,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_22.BODY.P063,,,209,209,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_22.BODY.P063,,,321,321,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_22.BODY.P064,,,169,169,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_22.BODY.P065,,,70,70,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_22.BODY.P065,,,84,84,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_22.BODY.P066,,,67,67,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_22.BODY.P072,,,8,8,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_22.BODY.P076,,,26,26,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_22.BODY.P076,,,153,153,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_22.BODY.P090,,,215,215,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_22.BODY.P094,,,111,111,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_22.BODY.P095,,,62,62,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_22.BODY.P095,,,302,302,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_23.BODY.P043,,,35,35,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_24.BODY.P010,,,369,369,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_24.BODY.P017,,,217,217,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_24.BODY.P022,,,219,219,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P008,,,18,18,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P008,,,28,28,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P008,,,43,43,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P009,,,92,92,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P009,,,102,102,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P010,,,2,2,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
CURRENT_V101103_CROSS_BREAK,,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P085,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P086,,,present,V101102_PLUS_DIVINE_START_BOUNDARY_REMOVE,REMOVE,,,,,Cross-record presentation break not present in native v101.101 speech-end topology; no generic speech-start break allowed.,VISIBLE_PARAGRAPH_TOPOLOGY.cross_record_breaks
CURRENT_V101103_CROSS_BREAK,,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P103,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P104,,,present,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Exact v101.101 validated cross-record speech-end boundary.,VISIBLE_PARAGRAPH_TOPOLOGY.cross_record_breaks
CURRENT_V101103_CROSS_BREAK,,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P138,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P139,,,present,V101102_PLUS_DIVINE_START_BOUNDARY_REMOVE,REMOVE,,,,,Cross-record presentation break not present in native v101.101 speech-end topology; no generic speech-start break allowed.,VISIBLE_PARAGRAPH_TOPOLOGY.cross_record_breaks
CURRENT_V101103_CROSS_BREAK,,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P157,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P158,,,present,V101102_PLUS_DIVINE_START_BOUNDARY_REMOVE,REMOVE,,,,,Cross-record presentation break not present in native v101.101 speech-end topology; no generic speech-start break allowed.,VISIBLE_PARAGRAPH_TOPOLOGY.cross_record_breaks
QUOTE_EDGE_INTEGRITY_JOIN,PASSION24.TEXT.PART_III_DIVINE_PASSION,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P159,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P160,,inter-record edge,source-flow or ordinary block edge,QUOTE_EDGE_INTEGRITY_JOIN,JOIN_PRESENTATION_ONLY,,,REPORTED_QUOTE_KEEP,PRESERVED_UNCHANGED,Visible opening guillemet is terminal in record; remove only the inter-record boundary before first lexical content.,quotation_role_ledger.csv + canonical record order + user presentation contract
QUOTE_EDGE_INTEGRITY_JOIN,PASSION24.TEXT.PART_III_MARY_SORROWS,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P011,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P012,,inter-record edge,source-flow or ordinary block edge,QUOTE_EDGE_INTEGRITY_JOIN,JOIN_PRESENTATION_ONLY,,,REPORTED_QUOTE_KEEP,PRESERVED_UNCHANGED,Visible opening guillemet is terminal in record; remove only the inter-record boundary before first lexical content.,quotation_role_ledger.csv + canonical record order + user presentation contract
QUOTE_EDGE_INTEGRITY_JOIN,PASSION24.TEXT.RELATED_HOUR_03,PASSION24.TEXT.RELATED_HOUR_03.BODY.P018,PASSION24.TEXT.RELATED_HOUR_03.BODY.P019,,inter-record edge,source-flow or ordinary block edge,QUOTE_EDGE_INTEGRITY_JOIN,JOIN_PRESENTATION_ONLY,,,REPORTED_QUOTE_KEEP,PRESERVED_UNCHANGED,Visible opening guillemet is terminal in record; remove only the inter-record boundary before first lexical content.,quotation_role_ledger.csv + canonical record order + user presentation contract
QUOTE_EDGE_INTEGRITY_JOIN,PASSION24.TEXT.RELATED_HOUR_06,PASSION24.TEXT.RELATED_HOUR_06.BODY.P053,PASSION24.TEXT.RELATED_HOUR_06.BODY.P054,,inter-record edge,source-flow or ordinary block edge,QUOTE_EDGE_INTEGRITY_JOIN,JOIN_PRESENTATION_ONLY,,,MEANINGFUL_NESTED_QUOTE_KEEP,PRESERVED_UNCHANGED,Visible opening guillemet is terminal in record; remove only the inter-record boundary before first lexical content.,quotation_role_ledger.csv + canonical record order + user presentation contract
QUOTE_EDGE_INTEGRITY_JOIN,PASSION24.TEXT.RELATED_HOUR_06,PASSION24.TEXT.RELATED_HOUR_06.BODY.P068,PASSION24.TEXT.RELATED_HOUR_06.BODY.P069,,inter-record edge,source-flow or ordinary block edge,QUOTE_EDGE_INTEGRITY_JOIN,JOIN_PRESENTATION_ONLY,,,MEANINGFUL_NESTED_QUOTE_KEEP,PRESERVED_UNCHANGED,Visible opening guillemet is terminal in record; remove only the inter-record boundary before first lexical content.,quotation_role_ledger.csv + canonical record order + user presentation contract
QUOTE_EDGE_INTEGRITY_JOIN,PASSION24.TEXT.RELATED_HOUR_07,PASSION24.TEXT.RELATED_HOUR_07.BODY.P036,PASSION24.TEXT.RELATED_HOUR_07.BODY.P037,,inter-record edge,source-flow or ordinary block edge,QUOTE_EDGE_INTEGRITY_JOIN,JOIN_PRESENTATION_ONLY,,,REPORTED_QUOTE_KEEP,PRESERVED_UNCHANGED,Visible opening guillemet is terminal in record; remove only the inter-record boundary before first lexical content.,quotation_role_ledger.csv + canonical record order + user presentation contract
QUOTE_EDGE_INTEGRITY_JOIN,PASSION24.TEXT.RELATED_HOUR_11,PASSION24.TEXT.RELATED_HOUR_11.BODY.P058,PASSION24.TEXT.RELATED_HOUR_11.BODY.P059,,inter-record edge,source-flow or ordinary block edge,QUOTE_EDGE_INTEGRITY_JOIN,JOIN_PRESENTATION_ONLY,,,REPORTED_QUOTE_KEEP,PRESERVED_UNCHANGED,Visible opening guillemet is terminal in record; remove only the inter-record boundary before first lexical content.,quotation_role_ledger.csv + canonical record order + user presentation contract
QUOTE_EDGE_INTEGRITY_JOIN,PASSION24.TEXT.RELATED_HOUR_13,PASSION24.TEXT.RELATED_HOUR_13.BODY.P039,PASSION24.TEXT.RELATED_HOUR_13.BODY.P040,,inter-record edge,source-flow or ordinary block edge,QUOTE_EDGE_INTEGRITY_JOIN,JOIN_PRESENTATION_ONLY,,,REPORTED_QUOTE_KEEP,PRESERVED_UNCHANGED,Visible opening guillemet is terminal in record; remove only the inter-record boundary before first lexical content.,quotation_role_ledger.csv + canonical record order + user presentation contract
QUOTE_EDGE_INTEGRITY_JOIN,PASSION24.TEXT.RELATED_HOUR_13,PASSION24.TEXT.RELATED_HOUR_13.BODY.P047,PASSION24.TEXT.RELATED_HOUR_13.BODY.P048,,inter-record edge,source-flow or ordinary block edge,QUOTE_EDGE_INTEGRITY_JOIN,JOIN_PRESENTATION_ONLY,,,REPORTED_QUOTE_KEEP,PRESERVED_UNCHANGED,Visible opening guillemet is terminal in record; remove only the inter-record boundary before first lexical content.,quotation_role_ledger.csv + canonical record order + user presentation contract
QUOTE_EDGE_INTEGRITY_JOIN,PASSION24.TEXT.RELATED_HOUR_15,PASSION24.TEXT.RELATED_HOUR_15.BODY.P174,PASSION24.TEXT.RELATED_HOUR_15.BODY.P175,,inter-record edge,source-flow or ordinary block edge,QUOTE_EDGE_INTEGRITY_JOIN,JOIN_PRESENTATION_ONLY,,,REPORTED_QUOTE_KEEP,PRESERVED_UNCHANGED,Visible opening guillemet is terminal in record; remove only the inter-record boundary before first lexical content.,quotation_role_ledger.csv + canonical record order + user presentation contract
QUOTE_EDGE_INTEGRITY_JOIN,PASSION24.TEXT.RELATED_HOUR_16,PASSION24.TEXT.RELATED_HOUR_16.BODY.P009,PASSION24.TEXT.RELATED_HOUR_16.BODY.P010,,inter-record edge,source-flow or ordinary block edge,QUOTE_EDGE_INTEGRITY_JOIN,JOIN_PRESENTATION_ONLY,,,REPORTED_QUOTE_KEEP,PRESERVED_UNCHANGED,Visible opening guillemet is terminal in record; remove only the inter-record boundary before first lexical content.,quotation_role_ledger.csv + canonical record order + user presentation contract
QUOTE_EDGE_INTEGRITY_JOIN,PASSION24.TEXT.RELATED_HOUR_16,PASSION24.TEXT.RELATED_HOUR_16.BODY.P076,PASSION24.TEXT.RELATED_HOUR_16.BODY.P077,,inter-record edge,source-flow or ordinary block edge,QUOTE_EDGE_INTEGRITY_JOIN,JOIN_PRESENTATION_ONLY,,,REPORTED_QUOTE_KEEP,PRESERVED_UNCHANGED,Visible opening guillemet is terminal in record; remove only the inter-record boundary before first lexical content.,quotation_role_ledger.csv + canonical record order + user presentation contract
QUOTE_EDGE_INTEGRITY_JOIN,PASSION24.TEXT.RELATED_HOUR_17,PASSION24.TEXT.RELATED_HOUR_17.BODY.P010,PASSION24.TEXT.RELATED_HOUR_17.BODY.P011,,inter-record edge,source-flow or ordinary block edge,QUOTE_EDGE_INTEGRITY_JOIN,JOIN_PRESENTATION_ONLY,,,REPORTED_QUOTE_KEEP,PRESERVED_UNCHANGED,Visible opening guillemet is terminal in record; remove only the inter-record boundary before first lexical content.,quotation_role_ledger.csv + canonical record order + user presentation contract
QUOTE_EDGE_INTEGRITY_JOIN,PASSION24.TEXT.RELATED_HOUR_17,PASSION24.TEXT.RELATED_HOUR_17.BODY.P053,PASSION24.TEXT.RELATED_HOUR_17.BODY.P054,,inter-record edge,source-flow or ordinary block edge,QUOTE_EDGE_INTEGRITY_JOIN,JOIN_PRESENTATION_ONLY,,,REPORTED_QUOTE_KEEP,PRESERVED_UNCHANGED,Visible opening guillemet is terminal in record; remove only the inter-record boundary before first lexical content.,quotation_role_ledger.csv + canonical record order + user presentation contract
QUOTE_EDGE_INTEGRITY_JOIN,PASSION24.TEXT.RELATED_HOUR_20,PASSION24.TEXT.RELATED_HOUR_20.BODY.P015,PASSION24.TEXT.RELATED_HOUR_20.BODY.P016,,inter-record edge,source-flow or ordinary block edge,QUOTE_EDGE_INTEGRITY_JOIN,JOIN_PRESENTATION_ONLY,,,REPORTED_QUOTE_KEEP,PRESERVED_UNCHANGED,Visible opening guillemet is terminal in record; remove only the inter-record boundary before first lexical content.,quotation_role_ledger.csv + canonical record order + user presentation contract
QUOTE_EDGE_INTEGRITY_JOIN,PASSION24.TEXT.RELATED_HOUR_20,PASSION24.TEXT.RELATED_HOUR_20.BODY.P029,PASSION24.TEXT.RELATED_HOUR_20.BODY.P030,,inter-record edge,source-flow or ordinary block edge,QUOTE_EDGE_INTEGRITY_JOIN,JOIN_PRESENTATION_ONLY,,,REPORTED_QUOTE_KEEP,PRESERVED_UNCHANGED,Visible opening guillemet is terminal in record; remove only the inter-record boundary before first lexical content.,quotation_role_ledger.csv + canonical record order + user presentation contract
QUOTE_EDGE_INTEGRITY_JOIN,PASSION24.TEXT.RELATED_HOUR_21,PASSION24.TEXT.RELATED_HOUR_21.BODY.P064,PASSION24.TEXT.RELATED_HOUR_21.BODY.P065,,inter-record edge,source-flow or ordinary block edge,QUOTE_EDGE_INTEGRITY_JOIN,JOIN_PRESENTATION_ONLY,,,REPORTED_QUOTE_KEEP,PRESERVED_UNCHANGED,Visible opening guillemet is terminal in record; remove only the inter-record boundary before first lexical content.,quotation_role_ledger.csv + canonical record order + user presentation contract
QUOTE_EDGE_INTEGRITY_JOIN,PASSION24.TEXT.RELATED_HOUR_21,PASSION24.TEXT.RELATED_HOUR_21.BODY.P067,PASSION24.TEXT.RELATED_HOUR_21.BODY.P068,,inter-record edge,source-flow or ordinary block edge,QUOTE_EDGE_INTEGRITY_JOIN,JOIN_PRESENTATION_ONLY,,,REPORTED_QUOTE_KEEP,PRESERVED_UNCHANGED,Visible opening guillemet is terminal in record; remove only the inter-record boundary before first lexical content.,quotation_role_ledger.csv + canonical record order + user presentation contract
QUOTE_EDGE_INTEGRITY_JOIN,PASSION24.TEXT.RELATED_HOUR_21,PASSION24.TEXT.RELATED_HOUR_21.BODY.P080,PASSION24.TEXT.RELATED_HOUR_21.BODY.P081,,inter-record edge,source-flow or ordinary block edge,QUOTE_EDGE_INTEGRITY_JOIN,JOIN_PRESENTATION_ONLY,,,REPORTED_QUOTE_KEEP,PRESERVED_UNCHANGED,Visible opening guillemet is terminal in record; remove only the inter-record boundary before first lexical content.,quotation_role_ledger.csv + canonical record order + user presentation contract
QUOTE_EDGE_INTEGRITY_JOIN,PASSION24.TEXT.RELATED_HOUR_21,PASSION24.TEXT.RELATED_HOUR_21.BODY.P091,PASSION24.TEXT.RELATED_HOUR_21.BODY.P092,,inter-record edge,source-flow or ordinary block edge,QUOTE_EDGE_INTEGRITY_JOIN,JOIN_PRESENTATION_ONLY,,,REPORTED_QUOTE_KEEP,PRESERVED_UNCHANGED,Visible opening guillemet is terminal in record; remove only the inter-record boundary before first lexical content.,quotation_role_ledger.csv + canonical record order + user presentation contract
QUOTE_EDGE_INTEGRITY_JOIN,PASSION24.TEXT.RELATED_HOUR_21,PASSION24.TEXT.RELATED_HOUR_21.BODY.P098,PASSION24.TEXT.RELATED_HOUR_21.BODY.P099,,inter-record edge,source-flow or ordinary block edge,QUOTE_EDGE_INTEGRITY_JOIN,JOIN_PRESENTATION_ONLY,,,REPORTED_QUOTE_KEEP,PRESERVED_UNCHANGED,Visible opening guillemet is terminal in record; remove only the inter-record boundary before first lexical content.,quotation_role_ledger.csv + canonical record order + user presentation contract
QUOTE_EDGE_INTEGRITY_JOIN,PASSION24.TEXT.RELATED_HOUR_21,PASSION24.TEXT.RELATED_HOUR_21.BODY.P110,PASSION24.TEXT.RELATED_HOUR_21.BODY.P111,,inter-record edge,source-flow or ordinary block edge,QUOTE_EDGE_INTEGRITY_JOIN,JOIN_PRESENTATION_ONLY,,,REPORTED_QUOTE_KEEP,PRESERVED_UNCHANGED,Visible opening guillemet is terminal in record; remove only the inter-record boundary before first lexical content.,quotation_role_ledger.csv + canonical record order + user presentation contract
QUOTE_EDGE_INTEGRITY_JOIN,PASSION24.TEXT.RELATED_HOUR_22,PASSION24.TEXT.RELATED_HOUR_22.BODY.P095,PASSION24.TEXT.RELATED_HOUR_22.BODY.P096,,inter-record edge,source-flow or ordinary block edge,QUOTE_EDGE_INTEGRITY_JOIN,JOIN_PRESENTATION_ONLY,,,REPORTED_QUOTE_KEEP,PRESERVED_UNCHANGED,Visible opening guillemet is terminal in record; remove only the inter-record boundary before first lexical content.,quotation_role_ledger.csv + canonical record order + user presentation contract
QUOTE_EDGE_INTEGRITY_JOIN,PASSION24.TEXT.RELATED_HOUR_24,PASSION24.TEXT.RELATED_HOUR_24.BODY.P049,PASSION24.TEXT.RELATED_HOUR_24.BODY.P050,,inter-record edge,source-flow or ordinary block edge,QUOTE_EDGE_INTEGRITY_JOIN,JOIN_PRESENTATION_ONLY,,,REPORTED_QUOTE_KEEP,PRESERVED_UNCHANGED,Visible opening guillemet is terminal in record; remove only the inter-record boundary before first lexical content.,quotation_role_ledger.csv + canonical record order + user presentation contract
